,Period,Vader
0,2020-01-01,-0.18666666666666668
1,2020-01-02,0.11173333333333334
2,2020-01-03,0.04876666666666665
3,2020-01-04,-0.22845000000000001
4,2020-01-05,-0.15426
5,2020-01-06,-0.24425
6,2020-01-07,-0.26026
7,2020-01-08,-0.20045714285714286
8,2020-01-09,-0.2979833333333333
9,2020-01-10,-0.44465
10,2020-01-11,-0.5341
11,2020-01-12,-0.35523333333333335
12,2020-01-13,-0.38635
13,2020-01-14,-0.14016250000000002
14,2020-01-15,-0.26076666666666665
15,2020-01-16,-0.12993333333333335
16,2020-01-17,-0.13853333333333331
17,2020-01-18,-0.029485714285714275
18,2020-01-19,0.024183333333333338
19,2020-01-20,-0.14878461538461538
20,2020-01-21,-0.05257647058823529
21,2020-01-22,-0.2561125
22,2020-01-23,-0.11591764705882354
23,2020-01-24,-0.12728235294117649
24,2020-01-25,0.06004166666666667
25,2020-01-26,0.028849999999999987
26,2020-01-27,0.08714999999999999
27,2020-01-28,-0.14519615384615386
28,2020-01-29,0.24399444444444443
29,2020-01-30,0.16683170731707317
30,2020-01-31,0.08370645161290323
31,2020-02-01,-0.010093333333333331
32,2020-02-02,-0.05096428571428572
33,2020-02-03,-0.17979655172413794
34,2020-02-04,-0.12317586206896551
35,2020-02-05,0.150740625
36,2020-02-06,0.03385185185185185
37,2020-02-07,-0.08862666666666667
38,2020-02-08,0.11908000000000003
39,2020-02-09,-0.10237142857142856
40,2020-02-10,-0.0365157894736842
41,2020-02-11,-0.04189629629629629
42,2020-02-12,0.07575833333333333
43,2020-02-13,-0.14671153846153845
44,2020-02-14,-0.149824
45,2020-02-15,-0.12909565217391306
46,2020-02-16,0.15282
47,2020-02-17,-0.07155238095238095
48,2020-02-18,-0.09433125
49,2020-02-19,0.04303529411764706
50,2020-02-20,0.15924444444444444
51,2020-02-21,0.06860000000000001
52,2020-02-22,0.0337909090909091
53,2020-02-23,-0.008176470588235289
54,2020-02-24,-0.29748095238095235
55,2020-02-25,-0.1342568181818182
56,2020-02-26,-0.07580769230769231
57,2020-02-27,-0.05
58,2020-02-28,-0.09458749999999999
59,2020-02-29,0.010277777777777771
60,2020-03-01,-0.07983157894736843
61,2020-03-02,0.06462380952380953
62,2020-03-03,0.060859375
63,2020-03-04,-0.043123076923076924
64,2020-03-05,-0.016794230769230766
65,2020-03-06,-0.06810999999999999
66,2020-03-07,-0.11995333333333333
67,2020-03-08,-0.17326451612903226
68,2020-03-09,-0.08292894736842105
69,2020-03-10,-0.04340416666666667
70,2020-03-11,-0.0798076923076923
71,2020-03-12,0.025022222222222227
72,2020-03-13,0.08715555555555556
73,2020-03-14,0.02015609756097561
74,2020-03-15,0.03206923076923077
75,2020-03-16,0.11215409836065572
76,2020-03-17,0.13838272727272727
77,2020-03-18,0.03951818181818181
78,2020-03-19,0.0026333333333333334
79,2020-03-20,0.07154642857142857
80,2020-03-21,0.06415555555555555
81,2020-03-22,0.24435737704918034
82,2020-03-23,0.302739393939394
83,2020-03-24,0.18658181818181818
84,2020-03-25,0.09975625
85,2020-03-26,0.06487323943661971
86,2020-03-27,0.09690178571428572
87,2020-03-28,0.08394390243902439
88,2020-03-29,0.05048108108108108
89,2020-03-30,0.02665652173913043
90,2020-03-31,0.11824067796610169
91,2020-04-01,0.07173333333333333
92,2020-04-02,0.08919342105263157
93,2020-04-03,0.009160937499999997
94,2020-04-04,0.08665283018867924
95,2020-04-05,0.051298
96,2020-04-06,0.1263788732394366
97,2020-04-07,-0.006805263157894738
98,2020-04-08,0.06134883720930232
99,2020-04-09,0.12336666666666667
100,2020-04-10,0.11868243243243244
101,2020-04-11,0.19294166666666668
102,2020-04-12,0.12456794871794873
103,2020-04-13,0.08265277777777777
104,2020-04-14,0.05133355263157895
105,2020-04-15,0.016967241379310348
106,2020-04-16,0.08046458333333333
107,2020-04-17,0.10800467289719626
108,2020-04-18,0.04297254901960784
109,2020-04-19,-0.03577634408602151
110,2020-04-20,0.01858629032258064
111,2020-04-21,0.0355064
112,2020-04-22,0.06484701986754966
113,2020-04-23,0.057223589743589744
114,2020-04-24,0.05921951219512195
115,2020-04-25,0.12201296296296296
116,2020-04-26,0.05520175438596491
117,2020-04-27,-0.014438888888888892
118,2020-04-28,0.13032214285714286
119,2020-04-29,0.03242348484848485
120,2020-04-30,0.153201875
121,2020-05-01,0.12750431654676259
122,2020-05-02,0.055115625
123,2020-05-03,0.05370178571428571
124,2020-05-04,0.07098317757009345
125,2020-05-05,0.04938883495145631
126,2020-05-06,0.044437106918238996
127,2020-05-07,0.039655833333333335
128,2020-05-08,0.09533904761904761
129,2020-05-09,0.10672376237623762
130,2020-05-10,0.054693023255813954
131,2020-05-11,-0.014646956521739134
132,2020-05-12,0.01942715231788079
133,2020-05-13,0.06245800000000001
134,2020-05-14,0.06312788461538461
135,2020-05-15,0.0583381679389313
136,2020-05-16,0.08145523255813952
137,2020-05-17,0.03302564102564102
138,2020-05-18,0.27188333333333337
139,2020-05-19,0.3477610655737705
140,2020-05-20,0.15899426229508198
141,2020-05-21,0.19724172185430464
142,2020-05-22,0.2280858024691358
143,2020-05-23,0.20512290076335876
144,2020-05-24,0.24851626016260162
145,2020-05-25,0.17305
146,2020-05-26,0.18963802816901407
147,2020-05-27,0.16946576576576577
148,2020-05-28,0.0872961038961039
149,2020-05-29,0.1304112676056338
150,2020-05-30,0.13440677966101694
151,2020-05-31,0.043219607843137255
152,2020-06-01,0.05063962264150944
153,2020-06-02,0.008138157894736838
154,2020-06-03,0.11167191011235954
155,2020-06-04,0.019589814814814813
156,2020-06-05,0.014498039215686272
157,2020-06-06,-0.017716326530612246
158,2020-06-07,-0.009481538461538463
159,2020-06-08,0.03128783783783783
160,2020-06-09,0.03299420289855072
161,2020-06-10,0.06367066666666667
162,2020-06-11,0.10637894736842105
163,2020-06-12,0.1771220588235294
164,2020-06-13,0.08933387096774192
165,2020-06-14,-0.03064655172413793
166,2020-06-15,0.037696825396825395
167,2020-06-16,0.06283563218390804
168,2020-06-17,0.072212
169,2020-06-18,0.1375712121212121
170,2020-06-19,0.26155438596491226
171,2020-06-20,0.2652702702702703
172,2020-06-21,0.12227142857142856
173,2020-06-22,0.04424464285714286
174,2020-06-23,0.22342584269662924
175,2020-06-24,0.1732922222222222
176,2020-06-25,0.13487361111111112
177,2020-06-26,0.09433188405797101
178,2020-06-27,0.12705384615384616
179,2020-06-28,0.2084488888888889
180,2020-06-29,0.1858027027027027
181,2020-06-30,0.23737951807228916
182,2020-07-01,0.2706427272727273
183,2020-07-02,0.20235567010309277
184,2020-07-03,0.1155968253968254
185,2020-07-04,0.20217333333333332
186,2020-07-05,0.15144038461538462
187,2020-07-06,0.0996530612244898
188,2020-07-07,0.12117142857142857
189,2020-07-08,0.08971666666666667
190,2020-07-09,0.20946666666666666
191,2020-07-10,0.11059791666666667
192,2020-07-11,0.13349344262295082
193,2020-07-12,0.14708983050847457
194,2020-07-13,0.23362857142857144
195,2020-07-14,0.25575471698113206
196,2020-07-15,0.35785082872928176
197,2020-07-16,0.13323291139240506
198,2020-07-17,0.011857276995305166
199,2020-07-18,0.13085865384615386
200,2020-07-19,0.09870200000000001
201,2020-07-20,0.31035250000000003
202,2020-07-21,0.28061399317406144
203,2020-07-22,0.1804780487804878
204,2020-07-23,0.143796875
205,2020-07-24,0.07740928571428571
206,2020-07-25,0.18571527777777777
207,2020-07-26,0.23378783783783783
208,2020-07-27,0.20588294117647057
209,2020-07-28,0.20176047904191619
210,2020-07-29,0.23219084507042254
211,2020-07-30,0.2677211382113821
212,2020-07-31,0.20318343949044584
213,2020-08-01,0.17135691056910568
214,2020-08-02,0.11825
215,2020-08-03,0.013876470588235296
216,2020-08-04,0.12164579439252336
217,2020-08-05,0.2197908396946565
218,2020-08-06,0.29616690647482014
219,2020-08-07,0.18077235772357722
220,2020-08-08,0.15700326086956523
221,2020-08-09,0.15905108695652173
222,2020-08-10,0.10783663366336635
223,2020-08-11,0.15671744680851066
224,2020-08-12,0.14419896551724137
225,2020-08-13,0.12087127071823205
226,2020-08-14,0.13584011976047905
227,2020-08-15,0.15482432432432433
228,2020-08-16,0.10574631578947367
229,2020-08-17,0.14934214876033058
230,2020-08-18,0.17428333333333335
231,2020-08-19,0.14685911949685534
232,2020-08-20,0.08974195804195804
233,2020-08-21,0.07549453125
234,2020-08-22,0.008076068376068375
235,2020-08-23,-0.05056928571428571
236,2020-08-24,0.052647402597402596
237,2020-08-25,0.04998145695364239
238,2020-08-26,0.16563606557377047
239,2020-08-27,0.17698761061946902
240,2020-08-28,0.2614594339622642
241,2020-08-29,0.25304583333333336
242,2020-08-30,0.16554117647058825
243,2020-08-31,0.047464028776978424
244,2020-09-01,0.02446158940397351
245,2020-09-02,0.11703316062176165
246,2020-09-03,0.12625
247,2020-09-04,0.18142187499999998
248,2020-09-05,0.18468797468354428
249,2020-09-06,0.13369999999999999
250,2020-09-07,0.12560361445783133
251,2020-09-08,0.15153363636363637
252,2020-09-09,0.04961557632398754
253,2020-09-10,0.039414285714285714
254,2020-09-11,0.036355
255,2020-09-12,-0.02951942446043165
256,2020-09-13,0.0061265306122449
257,2020-09-14,0.134241875
258,2020-09-15,0.17780526315789472
259,2020-09-16,0.17435948275862068
260,2020-09-17,0.1090556338028169
261,2020-09-18,0.06701341463414634
262,2020-09-19,0.07114088050314465
263,2020-09-20,0.035338
264,2020-09-21,0.10814437086092714
265,2020-09-22,0.11353315217391305
266,2020-09-23,0.17482162162162163
267,2020-09-24,0.12941926229508197
268,2020-09-25,0.12130189573459715
269,2020-09-26,0.07707844311377245
270,2020-09-27,-0.018711999999999996
271,2020-09-28,-0.10471048387096774
272,2020-09-29,-0.02713455882352941
273,2020-09-30,0.061245161290322585
274,2020-10-01,-2.7702702702703402e-05
275,2020-10-02,-0.013264963503649635
276,2020-10-03,0.09090729166666667
277,2020-10-04,0.1274314606741573
278,2020-10-05,0.07358235294117647
279,2020-10-06,0.09062932330827067
280,2020-10-07,0.17546043165467626
281,2020-10-08,0.19104626865671642
282,2020-10-09,0.16602909090909093
283,2020-10-10,0.04757294117647059
284,2020-10-11,0.14378170731707318
285,2020-10-12,0.08592970297029703
286,2020-10-13,-0.11254663461538462
287,2020-10-14,-0.022032211538461542
288,2020-10-15,0.08398926174496645
289,2020-10-16,0.12972752808988763
290,2020-10-17,0.1734804347826087
291,2020-10-18,0.16759338842975208
292,2020-10-19,0.09733380281690142
293,2020-10-20,0.14167951807228915
294,2020-10-21,0.012929310344827584
295,2020-10-22,-0.06713333333333334
296,2020-10-23,0.12566778523489933
297,2020-10-24,0.13210088495575223
298,2020-10-25,0.20156000000000002
299,2020-10-26,0.2613473333333333
300,2020-10-27,0.23770817610062894
301,2020-10-28,0.18527214285714286
302,2020-10-29,0.13938536585365854
303,2020-10-30,0.159847311827957
304,2020-10-31,0.07966575342465754
305,2020-11-01,0.1088108108108108
306,2020-11-02,0.06961818181818182
307,2020-11-03,0.14244545454545454
308,2020-11-04,0.24582604166666666
309,2020-11-05,0.14933589743589745
310,2020-11-06,0.09982719298245614
311,2020-11-07,0.17634766355140186
312,2020-11-08,0.15099051724137932
313,2020-11-09,0.33446505576208174
314,2020-11-10,0.2963479338842975
315,2020-11-11,0.2616699836867863
316,2020-11-12,0.2244029535864979
317,2020-11-13,0.1903539024390244
318,2020-11-14,0.10001285714285714
319,2020-11-15,0.15868193146417445
320,2020-11-16,0.2954651162790698
321,2020-11-17,0.30058443649373884
322,2020-11-18,0.32050321931589537
323,2020-11-19,0.28634759916492697
324,2020-11-20,0.19029847826086957
325,2020-11-21,0.18853183279742766
326,2020-11-22,0.2429072463768116
327,2020-11-23,0.31550195035460993
328,2020-11-24,0.27626849315068497
329,2020-11-25,0.21684661246612466
330,2020-11-26,0.09488666666666667
331,2020-11-27,0.11490645161290322
332,2020-11-28,0.13454266666666667
333,2020-11-29,0.11151631944444446
334,2020-11-30,0.12185233160621761
335,2020-12-01,0.1872923076923077
336,2020-12-02,0.22680833333333333
337,2020-12-03,0.20149705263157894
338,2020-12-04,0.1571982345523329
339,2020-12-05,0.15369692585895117
340,2020-12-06,0.13880056710775046
341,2020-12-07,0.13431738382099828
342,2020-12-08,0.17128986693961107
343,2020-12-09,0.12030951871657754
344,2020-12-10,0.062193172690763056
345,2020-12-11,0.11165098870056497
346,2020-12-12,0.11381329113924052
347,2020-12-13,0.11652598684210527
348,2020-12-14,0.11560622617534944
349,2020-12-15,0.1380979761904762
350,2020-12-16,0.10302795857988166
351,2020-12-17,0.1048855439642325
352,2020-12-18,0.15848755490483163
353,2020-12-19,0.09895878877400295
354,2020-12-20,0.054670703764320795
355,2020-12-21,0.10664364471669219
356,2020-12-22,0.14647532894736842
357,2020-12-23,0.10442910447761193
358,2020-12-24,0.09790470297029703
359,2020-12-25,0.1260674267100977
360,2020-12-26,0.08751708860759494
361,2020-12-27,0.08590896860986547
362,2020-12-28,0.08250196078431372
363,2020-12-29,0.08177698412698413
364,2020-12-30,0.1562550432276657
365,2020-12-31,0.09945093457943925
366,2021-01-01,0.01749551934826884
367,2021-01-02,0.05149547511312217
368,2021-01-03,0.10437094861660079
369,2021-01-04,0.049632049036777585
370,2021-01-05,-0.013724074074074074
371,2021-01-06,-0.01634595015576324
372,2021-01-07,0.02424335793357934
373,2021-01-08,0.073117700729927
374,2021-01-09,0.05405622119815668
375,2021-01-10,0.054095711060948085
376,2021-01-11,0.021263862332695983
377,2021-01-12,0.04943439716312057
378,2021-01-13,0.042014338919925516
379,2021-01-14,0.07017037037037037
380,2021-01-15,-0.013145176848874597
381,2021-01-16,-0.03475251798561151
382,2021-01-17,0.04557845188284519
383,2021-01-18,0.03441483870967742
384,2021-01-19,0.004848191027496382
385,2021-01-20,-0.0020441127694859045
386,2021-01-21,0.02753843648208469
387,2021-01-22,0.022836170212765957
388,2021-01-23,0.005177601410934743
389,2021-01-24,0.0049488294314381275
390,2021-01-25,0.03643293978748525
391,2021-01-26,-0.009270329670329671
392,2021-01-27,-0.062192105263157896
393,2021-01-28,-0.05471339869281046
394,2021-01-29,0.026038076545632977
395,2021-01-30,-0.007486642599277979
396,2021-01-31,-0.03663910761154856
397,2021-02-01,0.01094881087202718
398,2021-02-02,0.02363078848560701
399,2021-02-03,0.04971615472127417
400,2021-02-04,0.05750896103896104
401,2021-02-05,0.05826013513513513
402,2021-02-06,0.05094620811287478
403,2021-02-07,0.05573507340946166
404,2021-02-08,0.02718011204481793
405,2021-02-09,-0.0020300314465408796
406,2021-02-10,0.01882208588957055
407,2021-02-11,0.04182321428571428
408,2021-02-12,0.047694607843137254
409,2021-02-13,0.01879978723404255
410,2021-02-14,0.05384097744360902
411,2021-02-15,0.021412518409425624
412,2021-02-16,0.02556591809775429
413,2021-02-17,0.00949472954230236
414,2021-02-18,-0.009014157973174368
415,2021-02-19,0.10216187766714083
416,2021-02-20,0.08812081784386618
417,2021-02-21,0.049893115318416524
418,2021-02-22,0.03519011976047905
419,2021-02-23,0.0444924308588064
420,2021-02-24,0.09806210407239818
421,2021-02-25,0.10027622149837133
422,2021-02-26,0.11542376344086021
423,2021-02-27,0.12499985337243401
424,2021-02-28,0.10778284518828452
425,2021-03-01,0.11931748502994012
426,2021-03-02,0.09571817155756207
427,2021-03-03,0.09052652370203161
428,2021-03-04,0.0527
429,2021-03-05,0.01772307692307692
430,2021-03-06,0.056719064124783364
431,2021-03-07,0.0729723282442748
432,2021-03-08,0.09040433275563259
433,2021-03-09,0.07365133614627285
434,2021-03-10,0.056078358208955216
435,2021-03-11,0.04821134593993326
436,2021-03-12,0.06215768811341331
437,2021-03-13,0.058086261980830674
438,2021-03-14,0.031778693623639186
439,2021-03-15,-0.0030301385681293295
440,2021-03-16,-0.02025437881873727
441,2021-03-17,-0.013873583093179636
442,2021-03-18,-0.013043160813308686
443,2021-03-19,0.045740941658137156
444,2021-03-20,0.005783767228177643
445,2021-03-21,-0.007734094368340945
446,2021-03-22,0.038040773067331675
447,2021-03-23,0.03629756690997567
448,2021-03-24,-0.03425785714285714
449,2021-03-25,-0.0207359
450,2021-03-26,-0.02206098707403055
451,2021-03-27,-0.011426132404181184
452,2021-03-28,0.018214942528735633
453,2021-03-29,0.04139115442278861
454,2021-03-30,-0.0054562801932367165
455,2021-03-31,0.030182044560943644
456,2021-04-01,0.041072029702970296
457,2021-04-02,0.04866489028213166
